filename,query,pred_bbox_subject,iou
/projects/katefgroup/language_grounding/VG/images/109.jpg,window of building,"[71, 3, 224, 248]",tensor(0.0378)
/projects/katefgroup/language_grounding/VG/images/109.jpg,window of building,"[71, 3, 224, 248]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/110.jpg,curtain on window,"[312, 11, 431, 239]",tensor(0.6921)
/projects/katefgroup/language_grounding/VG/images/110.jpg,curtain on window,"[312, 11, 431, 239]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/110.jpg,chair on table,"[141, 251, 302, 407]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/111.jpg,paper on counter,"[558, 1, 795, 175]",tensor(0.7321)
/projects/katefgroup/language_grounding/VG/images/112.jpg,seat of chair,"[30, 330, 335, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/113.jpg,building with window,"[162, 0, 815, 389]",tensor(0.7370)
/projects/katefgroup/language_grounding/VG/images/113.jpg,building with window,"[162, 0, 815, 389]",tensor(0.7370)
/projects/katefgroup/language_grounding/VG/images/113.jpg,building with window,"[162, 0, 815, 389]",tensor(0.7370)
/projects/katefgroup/language_grounding/VG/images/113.jpg,building with window,"[162, 0, 815, 389]",tensor(0.7370)
/projects/katefgroup/language_grounding/VG/images/113.jpg,building with window,"[162, 0, 815, 389]",tensor(0.7370)
/projects/katefgroup/language_grounding/VG/images/113.jpg,railing near building,"[472, 445, 815, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/113.jpg,person on street,"[86, 379, 815, 599]",tensor(0.0009)
/projects/katefgroup/language_grounding/VG/images/113.jpg,bike on pole,"[557, 428, 814, 581]",tensor(0.4583)
/projects/katefgroup/language_grounding/VG/images/113.jpg,door has window,"[588, 342, 787, 409]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/113.jpg,tree in front of building,"[590, 308, 786, 474]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man wearing jean,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman wearing jean,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man wearing shirt,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has arm,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man has ear,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has hair,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has bag,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman wearing jean,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has hand,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has hair,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has bag,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has hand,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man has hair,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman wearing shirt,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man wearing shirt,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man has ear,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man wearing jean,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman wearing jean,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,woman has hair,"[1, 55, 108, 255]",tensor(0.8696)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man wearing shirt,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/114.jpg,man has hair,"[55, 45, 255, 242]",tensor(0.7904)
/projects/katefgroup/language_grounding/VG/images/115.jpg,man has tie,"[0, 10, 116, 255]",tensor(0.7891)
/projects/katefgroup/language_grounding/VG/images/115.jpg,man wearing shirt,"[0, 10, 116, 255]",tensor(0.7891)
/projects/katefgroup/language_grounding/VG/images/115.jpg,man wearing pant,"[0, 10, 116, 255]",tensor(0.7891)
/projects/katefgroup/language_grounding/VG/images/115.jpg,man wearing tie,"[0, 10, 116, 255]",tensor(0.7891)
/projects/katefgroup/language_grounding/VG/images/115.jpg,man wearing shirt,"[0, 10, 116, 255]",tensor(0.7891)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.0899)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.0426)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.0258)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.0249)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.0380)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.0622)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/116.jpg,bike near building,"[318, 381, 412, 467]",tensor(0.3988)
/projects/katefgroup/language_grounding/VG/images/116.jpg,bike near building,"[318, 381, 412, 467]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/116.jpg,person wearing shirt,"[390, 370, 444, 501]",tensor(0.5668)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.0899)
/projects/katefgroup/language_grounding/VG/images/116.jpg,person in shirt,"[390, 370, 444, 501]",tensor(0.6898)
/projects/katefgroup/language_grounding/VG/images/116.jpg,window on building,"[0, 18, 430, 444]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/116.jpg,tree near sidewalk,"[291, 3, 815, 521]",tensor(0.7630)
/projects/katefgroup/language_grounding/VG/images/117.jpg,phone on desk,"[390, 393, 577, 510]",tensor(0.0768)
/projects/katefgroup/language_grounding/VG/images/117.jpg,lamp on building,"[410, 204, 524, 285]",tensor(0.4998)
/projects/katefgroup/language_grounding/VG/images/117.jpg,bed in room,"[240, 430, 808, 599]",tensor(0.4467)
/projects/katefgroup/language_grounding/VG/images/117.jpg,bed in room,"[240, 430, 808, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/118.jpg,lamp has stand,"[310, 40, 494, 330]",tensor(0.9086)
/projects/katefgroup/language_grounding/VG/images/119.jpg,flower on window,"[362, 142, 570, 309]",tensor(0.7000)
/projects/katefgroup/language_grounding/VG/images/119.jpg,window on building,"[355, 48, 767, 408]",tensor(0.1968)
/projects/katefgroup/language_grounding/VG/images/119.jpg,window on building,"[355, 48, 767, 408]",tensor(0.1968)
/projects/katefgroup/language_grounding/VG/images/119.jpg,window on building,"[355, 48, 767, 408]",tensor(0.1968)
/projects/katefgroup/language_grounding/VG/images/119.jpg,window on building,"[355, 48, 767, 408]",tensor(0.1968)
/projects/katefgroup/language_grounding/VG/images/119.jpg,window on building,"[355, 48, 767, 408]",tensor(0.1968)
/projects/katefgroup/language_grounding/VG/images/119.jpg,window on building,"[355, 48, 767, 408]",tensor(0.1968)
/projects/katefgroup/language_grounding/VG/images/120.jpg,window on building,"[513, 146, 694, 401]",tensor(0.4579)
/projects/katefgroup/language_grounding/VG/images/120.jpg,window on building,"[513, 146, 694, 401]",tensor(0.4579)
/projects/katefgroup/language_grounding/VG/images/120.jpg,window on building,"[513, 146, 694, 401]",tensor(0.4579)
/projects/katefgroup/language_grounding/VG/images/120.jpg,lamp on table,"[391, 148, 547, 320]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/120.jpg,table near chair,"[297, 345, 443, 572]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/121.jpg,book on shelf,"[155, 306, 425, 432]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/122.jpg,chair near table,"[639, 258, 746, 369]",tensor(0.6633)
/projects/katefgroup/language_grounding/VG/images/122.jpg,vegetable in bowl,"[231, 281, 386, 412]",tensor(0.2275)
/projects/katefgroup/language_grounding/VG/images/122.jpg,bowl on counter,"[231, 281, 386, 412]",tensor(0.3939)
/projects/katefgroup/language_grounding/VG/images/124.jpg,plate on counter,"[0, 505, 465, 689]",tensor(0.2720)
/projects/katefgroup/language_grounding/VG/images/125.jpg,window of building,"[240, 14, 683, 502]",tensor(0.0479)
/projects/katefgroup/language_grounding/VG/images/125.jpg,window on building,"[240, 14, 683, 502]",tensor(0.0120)
/projects/katefgroup/language_grounding/VG/images/125.jpg,window of building,"[240, 14, 683, 502]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/125.jpg,window of building,"[240, 14, 683, 502]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/125.jpg,window of building,"[240, 14, 683, 502]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/125.jpg,window of building,"[240, 14, 683, 502]",tensor(0.0345)
/projects/katefgroup/language_grounding/VG/images/126.jpg,people walking on sidewalk,"[336, 302, 695, 447]",tensor(0.5495)
/projects/katefgroup/language_grounding/VG/images/126.jpg,man has shirt,"[330, 317, 388, 465]",tensor(0.6401)
/projects/katefgroup/language_grounding/VG/images/126.jpg,person walking on street,"[467, 290, 565, 503]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/126.jpg,man wearing shirt,"[330, 317, 388, 465]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/126.jpg,woman on street,"[467, 290, 565, 503]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/126.jpg,person wearing shirt,"[330, 317, 388, 465]",tensor(0.5962)
/projects/katefgroup/language_grounding/VG/images/126.jpg,person wearing pant,"[467, 290, 565, 503]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/126.jpg,man wearing shirt,"[330, 317, 388, 465]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/126.jpg,man walking on street,"[2, 244, 96, 577]",tensor(0.8314)
/projects/katefgroup/language_grounding/VG/images/126.jpg,sign on building,"[480, 0, 724, 411]",tensor(0.0407)
/projects/katefgroup/language_grounding/VG/images/126.jpg,man wearing pant,"[330, 317, 388, 465]",tensor(0.6401)
/projects/katefgroup/language_grounding/VG/images/127.jpg,person walking in street,"[88, 252, 232, 535]",tensor(0.0837)
/projects/katefgroup/language_grounding/VG/images/127.jpg,person walking in street,"[88, 252, 232, 535]",tensor(0.0106)
/projects/katefgroup/language_grounding/VG/images/127.jpg,person in street,"[655, 228, 801, 591]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/127.jpg,person in street,"[655, 228, 801, 591]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/127.jpg,person in street,"[655, 228, 801, 591]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/127.jpg,man holding bag,"[88, 252, 232, 535]",tensor(0.6936)
/projects/katefgroup/language_grounding/VG/images/127.jpg,man in coat,"[88, 252, 232, 535]",tensor(0.6936)
/projects/katefgroup/language_grounding/VG/images/127.jpg,flag on building,"[357, 0, 446, 64]",tensor(0.8521)
/projects/katefgroup/language_grounding/VG/images/127.jpg,flag on building,"[357, 0, 446, 64]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/127.jpg,people across street,"[241, 266, 615, 403]",tensor(0.7502)
/projects/katefgroup/language_grounding/VG/images/127.jpg,man carrying bag,"[88, 252, 232, 535]",tensor(0.6936)
/projects/katefgroup/language_grounding/VG/images/127.jpg,man wearing coat,"[88, 252, 232, 535]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/128.jpg,flag on building,"[330, 241, 408, 383]",tensor(0.5674)
/projects/katefgroup/language_grounding/VG/images/128.jpg,person on sidewalk,"[349, 488, 409, 601]",tensor(0.0732)
/projects/katefgroup/language_grounding/VG/images/128.jpg,person on sidewalk,"[349, 488, 409, 601]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/128.jpg,person on sidewalk,"[349, 488, 409, 601]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/128.jpg,person on sidewalk,"[349, 488, 409, 601]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/128.jpg,person on sidewalk,"[349, 488, 409, 601]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/128.jpg,sign on pole,"[488, 67, 576, 535]",tensor(0.0583)
/projects/katefgroup/language_grounding/VG/images/129.jpg,sign on pole,"[0, 0, 800, 600]",tensor(0.0045)
/projects/katefgroup/language_grounding/VG/images/129.jpg,tree above sidewalk,"[440, 0, 815, 379]",tensor(0.4183)
/projects/katefgroup/language_grounding/VG/images/129.jpg,sign on pole,"[0, 0, 800, 600]",tensor(0.0045)
/projects/katefgroup/language_grounding/VG/images/129.jpg,tree above sidewalk,"[440, 0, 815, 379]",tensor(0.4183)
/projects/katefgroup/language_grounding/VG/images/129.jpg,fence near tree,"[634, 261, 815, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/129.jpg,people above sidewalk,"[497, 252, 538, 299]",tensor(0.1531)
/projects/katefgroup/language_grounding/VG/images/130.jpg,plant in pot,"[164, 245, 282, 498]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,pot near window,"[164, 245, 282, 498]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,plant in pot,"[164, 245, 282, 498]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,tree on sidewalk,"[235, 76, 815, 566]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,tree on sidewalk,"[235, 76, 815, 566]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,tree on sidewalk,"[235, 76, 815, 566]",tensor(0.5494)
/projects/katefgroup/language_grounding/VG/images/130.jpg,plant in box,"[164, 245, 282, 498]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,building in front of tree,"[235, 76, 815, 566]",tensor(0.6847)
/projects/katefgroup/language_grounding/VG/images/130.jpg,plant near door,"[164, 245, 282, 498]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,door near plant,"[507, 340, 724, 556]",tensor(0.1964)
/projects/katefgroup/language_grounding/VG/images/130.jpg,door above light,"[475, 336, 687, 525]",tensor(0.2297)
/projects/katefgroup/language_grounding/VG/images/130.jpg,tree in front of building,"[235, 76, 815, 566]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/130.jpg,building behind tree,"[235, 76, 815, 566]",tensor(0.6847)
/projects/katefgroup/language_grounding/VG/images/130.jpg,sign hanging from building,"[235, 76, 815, 566]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,head of person,"[589, 110, 739, 448]",tensor(0.0799)
/projects/katefgroup/language_grounding/VG/images/131.jpg,leg of person,"[148, 141, 271, 432]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,leg of man,"[589, 110, 739, 448]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,leg of man,"[589, 110, 739, 448]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,head of person,"[589, 110, 739, 448]",tensor(0.0761)
/projects/katefgroup/language_grounding/VG/images/131.jpg,head of person,"[589, 110, 739, 448]",tensor(0.0799)
/projects/katefgroup/language_grounding/VG/images/131.jpg,head of man,"[501, 112, 815, 528]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,person sitting on bench,"[148, 141, 271, 432]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,shoe of person,"[148, 141, 271, 432]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,shoe of man,"[589, 110, 739, 448]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,shoe of person,"[148, 141, 271, 432]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,shoe of man,"[589, 110, 739, 448]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/131.jpg,shoe of man,"[589, 110, 739, 448]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/132.jpg,light on car,"[373, 336, 488, 429]",tensor(0.2204)
/projects/katefgroup/language_grounding/VG/images/134.jpg,ear of zebra,"[121, 64, 495, 488]",tensor(0.0114)
/projects/katefgroup/language_grounding/VG/images/134.jpg,nose of zebra,"[371, 94, 693, 408]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/134.jpg,zebra in front of zebra,"[272, 77, 549, 474]",tensor(0.5117)
/projects/katefgroup/language_grounding/VG/images/134.jpg,building behind zebra,"[182, 207, 721, 510]",tensor(0.0048)
/projects/katefgroup/language_grounding/VG/images/134.jpg,building under zebra,"[182, 207, 721, 510]",tensor(0.0048)
/projects/katefgroup/language_grounding/VG/images/136.jpg,building has window,"[79, 87, 420, 427]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/136.jpg,building has window,"[79, 87, 420, 427]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/136.jpg,building has window,"[79, 87, 420, 427]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/136.jpg,building has window,"[79, 87, 420, 427]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/136.jpg,building has window,"[79, 87, 420, 427]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/136.jpg,building has window,"[79, 87, 420, 427]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/136.jpg,building has window,"[79, 87, 420, 427]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/137.jpg,person near pole,"[67, 336, 183, 426]",tensor(0.3049)
/projects/katefgroup/language_grounding/VG/images/137.jpg,car on street,"[14, 340, 431, 446]",tensor(0.0210)
/projects/katefgroup/language_grounding/VG/images/137.jpg,sign on building,"[379, 0, 579, 588]",tensor(0.0043)
/projects/katefgroup/language_grounding/VG/images/137.jpg,tree near street,"[29, 7, 283, 457]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/137.jpg,sign on pole,"[100, 182, 142, 243]",tensor(0.6503)
/projects/katefgroup/language_grounding/VG/images/138.jpg,man riding bike,"[481, 415, 536, 517]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/138.jpg,man riding bike,"[481, 415, 536, 517]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/138.jpg,lamp near street,"[257, 123, 348, 468]",tensor(0.5727)
/projects/katefgroup/language_grounding/VG/images/138.jpg,building near street,"[433, 195, 550, 419]",tensor(0.2102)
/projects/katefgroup/language_grounding/VG/images/139.jpg,window of building,"[369, 411, 520, 753]",tensor(0.0843)
/projects/katefgroup/language_grounding/VG/images/139.jpg,window of building,"[369, 411, 520, 753]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/139.jpg,window of building,"[369, 411, 520, 753]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/141.jpg,window on building,"[0, 4, 269, 539]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/141.jpg,window on building,"[0, 4, 269, 539]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/143.jpg,sign on building,"[105, 0, 573, 360]",tensor(0.0109)
/projects/katefgroup/language_grounding/VG/images/143.jpg,tree near building,"[249, 288, 345, 412]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/143.jpg,tree near building,"[249, 288, 345, 412]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/143.jpg,tree near building,"[249, 288, 345, 412]",tensor(0.6720)
/projects/katefgroup/language_grounding/VG/images/143.jpg,window on building,"[105, 0, 573, 360]",tensor(0.0408)
/projects/katefgroup/language_grounding/VG/images/143.jpg,window on building,"[105, 0, 573, 360]",tensor(0.0331)
/projects/katefgroup/language_grounding/VG/images/143.jpg,window on building,"[105, 0, 573, 360]",tensor(0.0121)
/projects/katefgroup/language_grounding/VG/images/143.jpg,window on building,"[105, 0, 573, 360]",tensor(0.0485)
/projects/katefgroup/language_grounding/VG/images/143.jpg,tree in pot,"[249, 288, 345, 412]",tensor(0.6720)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.0669)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.0669)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/147.jpg,tire on car,"[85, 266, 394, 394]",tensor(0.0669)
/projects/katefgroup/language_grounding/VG/images/148.jpg,tree near woman,"[84, 0, 319, 327]",tensor(0.5548)
/projects/katefgroup/language_grounding/VG/images/148.jpg,leg of woman,"[498, 154, 622, 450]",tensor(0.1069)
/projects/katefgroup/language_grounding/VG/images/148.jpg,leg of woman,"[498, 154, 622, 450]",tensor(0.1149)
/projects/katefgroup/language_grounding/VG/images/148.jpg,people on sidewalk,"[684, 125, 787, 507]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/149.jpg,window in building,"[56, 141, 159, 282]",tensor(0.7982)
/projects/katefgroup/language_grounding/VG/images/149.jpg,trunk on tree,"[309, 10, 693, 340]",tensor(0.1646)
/projects/katefgroup/language_grounding/VG/images/149.jpg,pole in street,"[667, 269, 773, 574]",tensor(0.0527)
/projects/katefgroup/language_grounding/VG/images/150.jpg,leaf on tree,"[211, 51, 533, 409]",tensor(0.0690)
/projects/katefgroup/language_grounding/VG/images/150.jpg,window on building,"[0, 0, 322, 383]",tensor(0.1212)
/projects/katefgroup/language_grounding/VG/images/150.jpg,person on sidewalk,"[77, 275, 144, 438]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/150.jpg,person on sidewalk,"[77, 275, 144, 438]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/150.jpg,person on sidewalk,"[77, 275, 144, 438]",tensor(0.4403)
/projects/katefgroup/language_grounding/VG/images/150.jpg,person on sidewalk,"[77, 275, 144, 438]",tensor(0.4403)
/projects/katefgroup/language_grounding/VG/images/150.jpg,light on sidewalk,"[0, 72, 514, 490]",tensor(0.0082)
/projects/katefgroup/language_grounding/VG/images/150.jpg,bag in front of building,"[64, 244, 178, 455]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/150.jpg,window on building,"[0, 0, 322, 383]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/150.jpg,window on building,"[0, 0, 322, 383]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/150.jpg,window on building,"[0, 0, 322, 383]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/150.jpg,window on building,"[0, 0, 322, 383]",tensor(0.0201)
/projects/katefgroup/language_grounding/VG/images/151.jpg,bowl on table,"[266, 352, 508, 487]",tensor(0.7276)
/projects/katefgroup/language_grounding/VG/images/151.jpg,bowl on table,"[266, 352, 508, 487]",tensor(0.7276)
/projects/katefgroup/language_grounding/VG/images/151.jpg,bowl above table,"[266, 352, 508, 487]",tensor(0.7276)
/projects/katefgroup/language_grounding/VG/images/151.jpg,man wearing shirt,"[320, 0, 632, 364]",tensor(0.4697)
/projects/katefgroup/language_grounding/VG/images/152.jpg,plant behind chair,"[517, 62, 596, 254]",tensor(0.7789)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on woman,"[131, 193, 215, 387]",tensor(0.0763)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on woman,"[131, 193, 215, 387]",tensor(0.0069)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on woman,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on woman,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on woman,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on woman,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on woman,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on person,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on person,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/152.jpg,head on person,"[131, 193, 215, 387]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/153.jpg,glass on man,"[115, 0, 358, 354]",tensor(0.0337)
/projects/katefgroup/language_grounding/VG/images/153.jpg,jacket on man,"[19, 53, 272, 399]",tensor(0.7880)
/projects/katefgroup/language_grounding/VG/images/153.jpg,jacket on man,"[19, 53, 272, 399]",tensor(0.7880)
/projects/katefgroup/language_grounding/VG/images/154.jpg,hand on man,"[31, 115, 339, 479]",tensor(0.0171)
/projects/katefgroup/language_grounding/VG/images/155.jpg,man has head,"[214, 0, 489, 432]",tensor(0.7338)
/projects/katefgroup/language_grounding/VG/images/155.jpg,man has arm,"[214, 0, 489, 432]",tensor(0.7338)
/projects/katefgroup/language_grounding/VG/images/155.jpg,man has hand,"[214, 0, 489, 432]",tensor(0.7338)
/projects/katefgroup/language_grounding/VG/images/155.jpg,man has leg,"[214, 0, 489, 432]",tensor(0.7338)
/projects/katefgroup/language_grounding/VG/images/155.jpg,man wearing shirt,"[214, 0, 489, 432]",tensor(0.7338)
/projects/katefgroup/language_grounding/VG/images/155.jpg,man wearing shirt,"[214, 0, 489, 432]",tensor(0.7338)
/projects/katefgroup/language_grounding/VG/images/156.jpg,man has hair,"[280, 68, 461, 376]",tensor(0.6793)
/projects/katefgroup/language_grounding/VG/images/156.jpg,man has pant,"[280, 68, 461, 376]",tensor(0.6793)
/projects/katefgroup/language_grounding/VG/images/156.jpg,hand of man,"[318, 111, 535, 479]",tensor(0.0305)
/projects/katefgroup/language_grounding/VG/images/156.jpg,hand of man,"[318, 111, 535, 479]",tensor(0.0141)
/projects/katefgroup/language_grounding/VG/images/156.jpg,hair of man,"[280, 68, 461, 376]",tensor(0.1049)
/projects/katefgroup/language_grounding/VG/images/156.jpg,head of man,"[280, 68, 461, 376]",tensor(0.1364)
